"","headline","snippet","date","text_clean","keyword","framing_label"
"5162","Panel casts doubt on U.S. propaganda efforts against ISIS","A State Department team set up to discredit the Islamic State online also faces the departure of its director.","2015-12-02","panel casts doubt us propaganda efforts isis state department team set discredit islamic state online also faces departure director","Radicalization","Neutral"
"5163","British warplanes begin bombing Islamic State targets in Syria","The bombing came just hours after the British parliament voted decisively to join the fight against Islamic State in Syria.","2015-12-03","british warplanes begin bombing islamic state targets syria bombing came just hours british parliament voted decisively join fight islamic state syria","Radicalization","Neutral"
"5164","video iconWho was involved in the San Bernardino attack?","After the mass shooting in San Bernardino, Calif., on Dec. 2, that left 14 people dead, the FBI is unearthing more information about who was involved in the attack. Here's what we know about Syed Rizwan Farook, his wife Tashfeen Malik and his neighbor Enrique Marquez.","2015-12-03","video iconwho involved san bernardino attack mass shooting san bernardino calif dec left people dead fbi unearthing information involved attack heres know syed rizwan farook wife tashfeen malik neighbor enrique marquez","Radicalization","Neutral"
"5165","Terrorism? Workplace violence? The search for a motive in San Bernardino.","Without a firmly established motive, no one seems to know quite how to categorize the San Bernardino massacre.","2015-12-03","terrorism workplace violence search motive san bernardino without firmly established motive one seems know quite categorize san bernardino massacr","Radicalization","Terrorism"
"5166","OpinionGrowing up in terrorist times","Our children are coming of age in a world where mass acts of violence occur on a daily basis.","2015-12-04","opiniongrowing terrorist times children coming age world mass acts violence occur daily basi","Radicalization","Neutral"
"5167","FBI says San Bernardino attacks considered act of terrorism; shooter pledged allegiance to Islamic State leader","One of the two people involved in the attack that pledged allegiance to the leader of the Islamic State in a social media posting, two officials said.","2015-12-04","fbi says san bernardino attacks considered act terrorism shooter pledged allegiance islamic state leader one two people involved attack pledged allegiance leader islamic state social media posting two officials said","Radicalization","Terrorism"
"5168","Motive elusive in deadly San Bernardino rampage as FBI takes over probe","President Obama said Thursday the FBI has taken over the investigation into the shooting as authorities searched for a motive.","2015-12-04","motive elusive deadly san bernardino rampage fbi takes probe president obama said thursday fbi taken investigation shooting authorities searched mot","Radicalization","Neutral"
"5169","From pharmacy student to suspected San Bernardino terrorist: The baffling journey of Tashfeen Malik","Before she moved to the United States, the female shooter puzzled friends in Pakistan with her changes.","2015-12-05"," pharmacy student suspected san bernardino terrorist baffling journey tashfeen malik moved united states female shooter puzzled friends pakistan chang","Radicalization","Neutral"
"5170","San Bernardino shooters had been radicalized for ‘some time,’ FBI says","Investigation into shooters’ background tries to find out if a group had influenced their beliefs.","2015-12-07","san bernardino shooters radicalized ‘ time’ fbi says investigation shooters’ background tries find group influenced belief","Radicalization","Neutral"
"5171","OpinionIn fighting terrorism, patience is not a virtue","Obama has consistently done the minimal amount necessary to avoid the charge of fecklessness.","2015-12-07","opinionin fighting terrorism patience virtue obama consistently done minimal amount necessary avoid charge feckless","Radicalization","Terrorism"
"5172","OpinionDonald Trump: The Islamic State’s secret weapon?","Obama is solemn and sober on terrorism, while Trump’s rhetoric aids the enemy.","2015-12-08","opiniondonald trump islamic state’s secret weapon obama solemn sober terrorism trump’s rhetoric aids enemi","Radicalization","Terrorism"
"5173","video iconTrump: 'We can't worry about being politically correct'","Republican presidential candidate Donald Trump said, ""We can't worry about being politically correct,"" in remarks to a police association in Portsmouth, N.H. Trump provoked uproar by calling for Muslims to be blocked from entering the country after the recent shootings in California by two Muslims who authorities said were radicalized.","2015-12-10","video icontrump cant worry politically correct republican presidential candidate donald trump said cant worry politically correct remarks police association portsmouth nh trump provoked uproar calling muslims blocked entering country recent shootings california two muslims authorities said radic","Radicalization","Neutral"
"5174","OpinionWalking in fear as a Muslim","Violence against Muslim Americans in response to high-profile attacks only furthers the cycle.","2015-12-13","opinionwalking fear muslim violence muslim americans response highprofile attacks furthers cycl","Radicalization","Neutral"
