headline,link,date,snippet,keyword
Nasrallah rejects Arab League statement on Hezbollah | Hezbollah ...,https://www.aljazeera.com/news/2017/11/20/nasrallah-rejects-arab-league-statement-on-hezbollah,20 Nov 2017,"Nov 20, 2017 ... In continuing war of words Nasrallah says no proof Hezbollah 'supporting terrorism and extremist groups' in Arab states ... group is arming rebels ...",Extremist group
Indonesia expels terror expert | News | Al Jazeera,https://www.aljazeera.com/news/2005/11/25/indonesia-expels-terror-expert,25 Nov 2005,"Nov 25, 2005 ... A leading American expert on Indonesia's extremist groups has been expelled from the country for a second time, according to officials.",Extremist group
Which are the armed groups Iran and Pakistan have bombed — and ...,https://www.aljazeera.com/news/2024/1/18/which-are-the-armed-groups-iran-and-pakistan-have-bombed-and,18 Jan 2024,"Jan 18, 2024 ... Iran said it targeted the Iranian “terrorist” group it blamed for ... Tehran considers it a “terrorist” group due to numerous deadly ...",Extremist group
Qatar rejects claim of supporting Syrian 'terror group' | GCC News ...,https://www.aljazeera.com/news/2017/6/22/qatar-rejects-claim-of-supporting-syrian-terror-group,Last update 22 Jun 2017,"Jun 22, 2017 ... Qatar has never supported Jabhat Fateh al-Sham, the Syrian group formerly known as al-Nusra Front, or any other “terrorist group”, its foreign minister says.",Extremist group
"Twitter freezes 125,000 accounts for 'terror content' | Science and ...",https://www.aljazeera.com/news/2016/2/5/twitter-freezes-125000-accounts-for-terror-content,5 Feb 2016,"Feb 5, 2016 ... “Like most people around the world, we are horrified by the atrocities perpetrated by extremist groups,” Twitter said on its policy blog on ...",Extremist group
Mali Islamist group 'kills Algerian diplomat' | News | Al Jazeera,https://www.aljazeera.com/news/2012/9/2/mali-islamist-group-kills-algerian-diplomat,2 Sep 2012,"Sep 2, 2012 ... ... extremist groups in the region. “The Algerian government must take complete responsibility for the consequences of its stubbornness and the ...",Extremist group
India: Ex-member of Sikh 'terror' group invited to Trudeau event ...,https://www.aljazeera.com/news/2018/2/22/india-ex-member-of-sikh-terror-group-invited-to-trudeau-event,22 Feb 2018,"Feb 22, 2018 ... Canadian PM Trudeau says he rescinded invite to a former member of a Sikh 'terrorist' group as soon as it became known.",Extremist group
Scores killed in Nigeria violence | News | Al Jazeera,https://www.aljazeera.com/news/2013/4/23/scores-killed-in-nigeria-violence,23 Apr 2013,"Apr 23, 2013 ... ... extremist group” around Baga, his spokesman Martin Nesirky said. Ban called on “all extremist groups to cease their attacks”. Brigadier ...",Extremist group
Belarus leader Lukashenko pardons 32 prisoners convicted for ...,https://www.aljazeera.com/news/2024/11/21/belarus-leader-lukashenko-pardons-32-prisoners-convicted-for-extremism,21 Nov 2024,"Nov 21, 2024 ... ... extremist material”, the group said. Lukashenko has ruled the country since 1994 with an iron fist. He has moved Minsk closer to Moscow and ...",Extremist group
Mali Islamist group seizes key town | News | Al Jazeera,https://www.aljazeera.com/news/2012/9/2/mali-islamist-group-seizes-key-town,2 Sep 2012,"Sep 2, 2012 ... ... extremist groups in the region. “The Algerian government must ... In July, extremist group Ansar Dine destroyed many sufi shrines and ...",Extremist group
Trump is inciting domestic terrorism | Donald Trump | Al Jazeera,https://www.aljazeera.com/opinions/2020/12/10/trump-is-inciting-domestic-terrorism,10 Dec 2020,"Dec 10, 2020 ... According to the FBI, right-wing extremist groups now pose the ... group. Some of the suspects participated in an anti-Whitmer rally ...",Extremist group
Australia's counterterrorism team arrests seven teens in overnight ...,https://www.aljazeera.com/news/2024/4/24/australias-counterterrorism-team-arrests-seven-teens-in-overnight-raids,24 Apr 2024,"Apr 24, 2024 ... Police were quick to describe the stabbing of the bishop last week as a “terrorist” act, which they said was fuelled by “religiously motivated ...",Extremist group
US announces sanctions on Israeli settlers over West Bank violence ...,https://www.aljazeera.com/news/2024/7/11/us-announcess-sanctions-on-israeli-settlers-over-west-bank-violence,Last update 11 Jul 2024,"Jul 11, 2024 ... The US also blacklisted Lehava, an umbrella group for Israeli settlers, which it described as the “largest violent extremist organization in ...",Extremist group
Russian journalists accused of working for Navalny jailed for ...,https://www.aljazeera.com/amp/news/2025/4/15/russian-journalists-accused-of-working-for-navalny-jailed-for-extremism,29 Jun 2023,"Apr 15, 2025 ... ... group designated as extremist by Russian authorities. All four deny the charges, insisting they are being punished for carrying out their ...",Extremist group
US Republican candidates woo controversial Moms for Liberty group,https://www.aljazeera.com/news/2023/6/29/us-republican-candidates-woo-controversial-moms-for-liberty-group,18 Mar 2012,"Jun 29, 2023 ... At least one hate group monitor, the Southern Poverty Law Center (SPLC), has labelled Moms for Liberty an “extremist” group that opposes ...",Extremist group
US citizen shot dead in Yemen | News | Al Jazeera,https://www.aljazeera.com/news/2012/3/18/us-citizen-shot-dead-in-yemen,Last update 22 Nov 2015,"Mar 18, 2012 ... Al-Qaeda in the Arabian Peninsula, the extremist group's franchise ... Meanwhile, a warplane bombed suspected extremist groups in ...",Extremist group
A tale of two cities: Victims of one barbarism | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2015/11/22/a-tale-of-two-cities-victims-of-one-barbarism,28 Oct 2022,"Nov 22, 2015 ... He illustrates how the victims of the same barbarous, extremist group are not accorded equal value in the global public imagination. ISIL ...",Extremist group
Belarus blacklists 625 opposition figures as 'extremists' | News | Al ...,https://www.aljazeera.com/news/2022/10/28/belarus-labels-625-members-of-opposition-as-extremists,3 Oct 2022,"Oct 28, 2022 ... A photo of a large group of people at a rally holding Belarus flags and signs. Demonstrators participate in an anti-government rally in 2020 in ...",Extremist group
How the European far right coopted an Arabic letter | Opinions | Al ...,https://www.aljazeera.com/opinions/2022/10/3/how-the-european-far-right-coopted-an-arabic-letter,9 Mar 2006,"Oct 3, 2022 ... The more violent ISIL became, the more the European far right mirrored the extremist group's “Muslims versus non-Muslims” worldview and smeared ...",Extremist group
Qaida fugitive surrenders in Kuwait | News | Al Jazeera,https://www.aljazeera.com/news/2006/3/9/qaida-fugitive-surrenders-in-kuwait,21 Mar 2006,"Mar 9, 2006 ... Six members of the group were sentenced to death at the trial for belonging to an “extremist” group, calling for attacks on state facilities and ...",Extremist group
Trial of UK bomb plot suspects begins | News | Al Jazeera,https://www.aljazeera.com/news/2006/3/21/trial-of-uk-bomb-plot-suspects-begins,12 Dec 2020,"Mar 21, 2006 ... The trial of seven British men alleged to be part of a Muslim extremist group that plotted to set off explosives in Britain began on Tuesday ...",Extremist group
Austrian police seize weapons intended for German far right | The ...,https://www.aljazeera.com/news/2020/12/12/austrian-police-seize-weapons-intended-for-german-far-right,,"Dec 12, 2020 ... ... extremist” groups in Germany. Austrian Interior Minister Karl ... The Wolfbrigade 44 group's goal is to re-establish a Nazi ...",Extremist group
Pandemics radicalise and the COVID-19 outbreak is no exception ...,https://www.aljazeera.com/opinions/2022/12/3/pandemics-radicalise-and-the-covid-19-outbreak-is-no-exception,Last update 3 Dec 2022,"Dec 3, 2022 ... Over the past three years, regressive, far-right politics has gained ground, but so has progressive radical action.",Radicalization
Senator Lindsey Graham slams Palestinians as 'radicalised' in ...,https://www.aljazeera.com/news/2024/7/4/senator-lindsey-graham-slams-palestinians-as-radicalised-in-social-post,Last update 6 Jul 2024,"Jul 4, 2024 ... “The Palestinians in Gaza are the most radicalized population on the planet who are taught to hate Jews from birth. It will take years to ...",Radicalization
"Bolsonarism has already won in Brazil, even if Bolsonaro loses ...",https://www.aljazeera.com/opinions/2022/10/17/bolsonarism-has-already-won-in-brazil-even-if-bolsonaro-loses,17 Oct 2022,"Oct 17, 2022 ... Bolsonaro has gained seats in Congress amid a broader rightward shift that will keep him influential even if Lula wins.",Radicalization
Fear in Kashmir as top general talks of 'deradicalisation' camps ...,https://www.aljazeera.com/news/2020/1/24/fear-in-kashmir-as-top-general-talks-of-deradicalisation-camps,Last update 24 Jan 2020,"Jan 24, 2020 ... But Kashmiri political analyst Zafar Chowdhary disagreed with the “radicalization theory about Kashmir”. “I don't see this problem in Kashmir ...",Radicalization
India's Hindu children are being radicalised – will the country speak ...,https://www.aljazeera.com/opinions/2023/9/15/indias-dirty-hush-hush-truth-hindu-children-are-being-radicalised,Last update 18 Sep 2023,"Sep 15, 2023 ... It's happening in schools and homes. And while Modi's BJP might gain, generations of India's Hindus will lose.",Radicalization
The US did more to radicalise Afghanistan than Osama bin Laden ...,https://www.aljazeera.com/opinions/2021/11/2/the-us-did-more-to-radicalise-afghanistan-than-bin-laden,2 Nov 2021,"Nov 2, 2021 ... Radicalisation is the result of a desperate and misguided search for a pathway to empowerment by people starving for a sense of belonging, ...",Radicalization
"Afghanistan's Central Asian neighbours panic, reject refugees ...",https://www.aljazeera.com/news/2021/8/19/afghanistans-ex-soviet-neighbours-panic-reject-refugees,19 Aug 2021,"Aug 19, 2021 ... Officials in Uzbekistan, Tajikistan and Turkmenistan fear that an influx of refugees from Afghanistan could undermine domestic security.",Radicalization
Norway bow-and-arrow suspect was flagged for 'radicalisation ...,https://www.aljazeera.com/news/2021/10/13/several-people-killed-in-bow-and-arrow-attack-in-norway,Last update 14 Oct 2021,"Oct 13, 2021 ... Police believe 37-year-old Danish suspect acted alone during attacks in Kongsberg, which killed at least five people.",Radicalization
Explained: 'Increased legitimacy' of Quebec's far-right | The Far ...,https://www.aljazeera.com/news/2017/11/15/explained-increased-legitimacy-of-quebecs-far-right,Last update 15 Nov 2017,"Nov 15, 2017 ... Maxime Fiset, a prevention officer at Montreal's Centre for the Prevention of Radicalization Leading to Violence and an expert on the far ...",Radicalization
The Quilliam Foundation has closed but its toxic legacy remains ...,https://www.aljazeera.com/opinions/2021/4/20/the-quilliam-foundation-has-closed-but-its-toxic-legacy-remains,20 Apr 2021,"Apr 20, 2021 ... ... Radicalization Redefined during the 2011 Tribeca Film Festival at SVA Theater on April 29, 2011 in New York City [File: Jason Kempin/Getty ...",Radicalization
The death of Anwar al-Awlaki | TV Shows | Al Jazeera,https://www.aljazeera.com/program/inside-story/2011/10/2/the-death-of-anwar-al-awlaki,2 Oct 2011,"Oct 2, 2011 ... ... Radicalization at King's College London; Christopher Swift, a fellow at the Centre for National Security Law at the university of Virginia ...",Radicalization
"Martin Luther King, Jr was radical: We must reclaim that legacy ...",https://www.aljazeera.com/features/2021/1/18/martin-luther-king-jr-was-radical-we-must-reclaim-that-legacy,Last update 19 Jan 2021,"Jan 18, 2021 ... MLK's life has been filtered through a revisionist lens, but his radical legacy is a balm in today's political climate.",Radicalization
New laws won't stem radicalisation of UK Muslim youth | Racism | Al ...,https://www.aljazeera.com/opinions/2015/4/15/new-laws-wont-stem-radicalisation-of-uk-muslim-youth,15 Apr 2015,"Apr 15, 2015 ... The narrative is focused on trying to establish how awful Muslims are and how incompatible Islam is in contemporary Britain. The problem arises ...",Radicalization
E-radicalisation and Islamophobia | Opinions | Al Jazeera,https://www.aljazeera.com/opinions/2014/1/21/e-radicalisation-and-islamophobia,21 Jan 2014,"Jan 21, 2014 ... The way to combat radicalisation is to reign in destructive militarism abroad and anti-minority discrimination at home.",Radicalization
"'Large increase in anti-Bosnian, anti-Muslim bigotry': Report ...",https://www.aljazeera.com/features/2019/9/23/large-increase-in-anti-bosnian-anti-muslim-bigotry-report,Last update 29 Sep 2019,"Sep 23, 2019 ... Serb and Croat politicians are increasingly using Islamophobic rhetoric with aim of dividing Bosnia, says new report.",Radicalization
